ID,序号,英文循环名,中文循环名,英文卡包名,中文卡包名,英文名称,中文名称,英文文本,中文文本,英文风味文字,中文风味文字,英文阵营,中文阵营,英文派系,中文派系,英文类型,中文类型,英文子类型,中文子类型,是否独有,构筑张数限制,推进需求,议案分数,基础中转,牌组最小张数,牌组影响力上限,费用,强度,内存费用,销毁费用,影响力费用,卡图作者
02061,61,Genesis,创纪元,A Study in Static,静态研究,Disrupter,扰乱器,[interrupt] → [trash]: Reduce the base trace strength of a trace to 0.,[trash]: 防止一次追踪。本次追踪以0基础追踪强度重新发起。,"""Saved my bacon more than once, but gives a wicked sense of déjà vu."" -Whizzard",“这玩意救过我不止一次，不过会造成不自在的既视感。” —魔术师,Runner,潜袭者,Anarch,反叛者,Program,程序,,,,3,,,,,,1,,1,,1,Adam S. Doyle
02062,62,Genesis,创纪元,A Study in Static,静态研究,Force of Nature,,"Interface → <strong>2[credit]:</strong> Break up to 2 <strong>code gate</strong> subroutines.
<strong>1[credit]:</strong> +1 strength.",,It always strikes twice.,它总是有再度劈中的奇迹。,Runner,潜袭者,Anarch,反叛者,Program,程序,Decoder - Icebreaker,解码模块 - 破解器,,3,,,,,,5,1,1,,1,Ed Mattinian
02063,63,Genesis,创纪元,A Study in Static,静态研究,Scrubber,清洗者,"2[recurring-credit] <em>(When you install this card and before your turn begins, refill to 2 hosted credits.)</em>
You can spend hosted credits to pay trash costs.","2[recurring-credit] <em>（当你安装本卡牌时及你的回合开始前，将所附载的信用点补充至2个。）</em>
你可以花费所附载的信用点以支付销毁费用。","""They're mindless tools of destruction, good for little else. Nice guys, though. Some of my best friends are scrubbers."" -Ji ""Noise"" Reilly",“他们是搞破坏的无脑工具，其它方面几乎一无是处。尽管他们人还不错。我有一些最好的朋友就是清洗者。” —吉·“噪音”·雷利,Runner,潜袭者,Anarch,反叛者,Resource,资源,Connection - Seedy,人脉 - 低劣,,3,,,,,,2,,,,1,Mike Nesbitt
02064,64,Genesis,创纪元,A Study in Static,静态研究,Doppelgänger,,"+1[mu]
Once per turn → When a successful run ends, you may run any server.
Limit 1 <strong>console</strong> per player.",,Twice the fun.,双倍的乐趣。,Runner,潜袭者,Criminal,逆法者,Hardware,硬件,Console,控制台,是,3,,,,,,3,,,,2,Howard Schechlman
02065,65,Genesis,创纪元,A Study in Static,静态研究,Crescentus,生物胶水,<strong>[trash]:</strong> Derez 1 piece of ice you fully broke during this encounter.,[trash]: 关闭一层防火墙。在一次遭遇中破解该防火墙上的所有子进程后，才能使用本能力。,Cyberspace's strongest glue.,赛博空间中最强的胶水。,Runner,潜袭者,Criminal,逆法者,Program,程序,,,,3,,,,,,1,,1,,1,Adam S. Doyle
02066,66,Genesis,创纪元,A Study in Static,静态研究,Deus X,,"Interface → <strong>[trash]:</strong> Break any number of <strong>AP</strong> subroutines.
[interrupt] → <strong>[trash]:</strong> Prevent any amount of net damage.",,Didn't see that coming.,如此意外。,Runner,潜袭者,Shaper,塑造者,Program,程序,Icebreaker,破解器,,3,,,,,,3,10,1,,1,Andrew Mar
02067,67,Genesis,创纪元,A Study in Static,静态研究,All-nighter,,"[click], [trash]: Gain [click][click].",,"""I don't care what the studies show. From my experience, I can ingest three cans of Diesel an hour for up to twelve hours before going into cardiac arrest."" -heard during the eleventh hour",“我不管研究怎么说。依我的经验，我可以每小时喝掉三罐迪燃，在心脏停摆前持续工作长达十二小时。” —听闻于第十一个小时,Runner,潜袭者,Shaper,塑造者,Resource,资源,,,,3,,,,,,0,,,,2,Outland Entertainment LLC
02068,68,Genesis,创纪元,A Study in Static,静态研究,Inside Man,内线,"2[recurring-credit]
Use these credits to install hardware.","2[recurring-credit]
这些信用点用于安装硬件。",Few corporate employees have such wide-sweeping security clearance as the janitorial staff. Most corps foolishly think they're too dim-witted to take advantage of it.,很少有公司职员能像清扫工那样拥有各处清扫的广泛安全许可。大部分公司可笑地认为清扫工们过于愚笨，不懂得如何以此为利。,Runner,潜袭者,Neutral Runner,中立潜袭者,Resource,资源,Connection,人脉,,3,,,,,,3,,,,0,Mauricio Herrera
02069,69,Genesis,创纪元,A Study in Static,静态研究,Underworld Contact,,"When your turn begins, gain 1[credit] if you have at least 2[link].",,"""My boss rewards quality work. If you know what's good for you, you'll keep it up.""",“我的老板会嘉奖高质量的工作。如果你明白什么对你有利，你就继续好好干。”,Runner,潜袭者,Neutral Runner,中立潜袭者,Resource,资源,Connection,人脉,,3,,,,,,2,,,,0,Nate Stefan
02070,70,Genesis,创纪元,A Study in Static,静态研究,Green Level Clearance,,Gain 3[credit] and draw 1 card.,,"Green-two clearance is the highest level of security a corp can gain access to. Legally, anyway.",绿色二级是一个职员能获得的最高安全许可。应该说，合法获得的。,Corp,公司,Haas-Bioroid,哈斯生化,Operation,事务,Transaction,交易,,3,,,,,,1,,,,1,Mauricio Herrera
02071,71,Genesis,创纪元,A Study in Static,静态研究,Hourglass,沙漏,"[subroutine] The Runner loses [click], if able.
[subroutine] The Runner loses [click], if able.
[subroutine] The Runner loses [click], if able.","[subroutine] 如可能，潜袭者失去[click]。
[subroutine] 如可能，潜袭者失去[click]。
[subroutine] 如可能，潜袭者失去[click]。",Time just slips away.,时间只会悄悄溜走。,Corp,公司,Haas-Bioroid,哈斯生化,Ice,防火墙,Code Gate,门禁,,3,,,,,,5,4,,,2,JuanManuel Tumburus
02072,72,Genesis,创纪元,A Study in Static,静态研究,Dedicated Server,专属服务器,"2[recurring-credit]
Use these credits to rez ice.","2[recurring-credit]
这些信用点用于激活防火墙。","so very still, even
cherry blossoms are not stirred
by the temple bell
-Fuhaku","寺钟不扰樱花落，
寂静又平和
—川上不白",Corp,公司,Jinteki,人间会社,Asset,资产,Facility,设施,,3,,,,,,3,,,3,2,Emilio Rodríguez
02073,73,Genesis,创纪元,A Study in Static,静态研究,Bullfrog,牛蛙,"[subroutine] You and the Runner secretly spend 0[credit], 1[credit] or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits and this ice is installed, move this ice to the outermost position protecting another server. <em>(The run continues from this new position.)</em>",[subroutine] 你和潜袭者秘密花费0[credit]，1[credit]或2[credit]。展示所花费的信用点。如果你和潜袭者花费了不同数量的信用点，转移牛蛙，使其成为保护另一台服务器的最外层防火墙（现在，潜袭者从这个新位置并对这台新服务器继续进行潜袭）。,,,Corp,公司,Jinteki,人间会社,Ice,防火墙,Code Gate - Deflector - Psi,门禁 - 偏导器 - 灵能,,3,,,,,,3,4,,,2,Christina Davis
02074,74,Genesis,创纪元,A Study in Static,静态研究,Uroboros,咬尾蛇,"[subroutine] Trace[4]. If successful, the Runner cannot make another run this turn.
[subroutine] Trace[4]. If successful, end the run.","[subroutine] <trace>追踪 4</trace> 如果成功，潜袭者本回合不能进行另一次潜袭。
[subroutine] <trace>追踪 4</trace> 如果成功，终止本次潜袭。","Where one thing ends, another begins.",一物终结之处，便是他物开始之地。,Corp,公司,NBN,网际传媒,Ice,防火墙,Sentry - Tracer,警报 - 追踪者,,3,,,,,,6,4,,,2,Liiga Smilshkalne
02075,75,Genesis,创纪元,A Study in Static,静态研究,Net Police,网络警察,"X[recurring-credit]
Use these credits during traces. X is the number of links the Runner has.","X[recurring-credit]
这些信用点用于追踪。X等于潜袭者的中转数量。",This is the net. We work here. We're cops.,这就是网络。我们在此工作。我们是警察。,Corp,公司,NBN,网际传媒,Asset,资产,,,,3,,,,,,1,,,1,2,Amelie Hutt
02076,76,Genesis,创纪元,A Study in Static,静态研究,Weyland Consortium: Because We Built It,威兰财团: 因为有我们建造,"1[recurring-credit]
Use this credit to advance ice.","1[recurring-credit]
本信用点用于推进防火墙。",Constructing Cyberspace.,建设赛博空间。,Corp,公司,Weyland Consortium,威兰财团,Corp Identity,公司特性,Megacorp,巨型公司,,1,,,,45,15,,,,,,
02077,77,Genesis,创纪元,A Study in Static,静态研究,Government Contracts,政府合约,"[click], [click]: Gain 4[credit].","[click], [click]: 获得4[credit]。",It's really hard to lose a government contract.,政府合约是很难被破坏的。,Corp,公司,Weyland Consortium,威兰财团,Agenda,议案,,,,3,5,3,,,,,,,,,Mitchell Malloy
02078,78,Genesis,创纪元,A Study in Static,静态研究,Tyrant,暴君,"Tyrant can be advanced only while rezzed and gains ""[subroutine] End the run."" for each advancement token on it.",已激活的暴君才能被推进，并且其上每有1枚推进标记，获得“[subroutine] 终止本次潜袭。”,Thou shall not pass.,汝不得通过。,Corp,公司,Weyland Consortium,威兰财团,Ice,防火墙,Barrier,屏障,,3,,,,,,7,4,,,2,Isuardi Therianto
02079,79,Genesis,创纪元,A Study in Static,静态研究,Oversight AI,,"Rez a piece of ice, ignoring all costs, and install Oversight AI on that ice as a hosted condition counter with the text ""Trash host ice if all its subroutines are broken during a single encounter.""",,,,Corp,公司,Weyland Consortium,威兰财团,Operation,事务,Condition,状态,,3,,,,,,1,,,,2,Mark Anthony Taduran
02080,80,Genesis,创纪元,A Study in Static,静态研究,False Lead,误导,"<strong>Forfeit this agenda:</strong> If the Runner has 2 or more [click] remaining, they lose [click][click].",<strong>废除本议案:</strong> 如果潜袭者有2个或更多剩余的[click]，其失去[click][click]。,It didn't look like the headquarters of a multi-billion cred company. Probably because it wasn't.,看起来它不像是一个几十亿资产公司的总部。估计是因为它真的不是。,Corp,公司,Neutral Corp,中立公司,Agenda,议案,Security,防卫,,3,3,1,,,,,,,,0,Bruno Balixa
02081,81,Genesis,创纪元,Humanity's Shadow,人性阴影,Surge,增幅,"Play only if you placed at least 1 virus counter on a program this turn.
Place 2 virus counters on that program.","如果你本回合已在一个程序上放置过至少1枚病毒指示物，才能打出。
放置2枚病毒指示物到该程序上。","You must yell ""surge"" to get the full effect.",你必须大叫“增幅”来让它完全生效。,Runner,潜袭者,Anarch,反叛者,Event,事件,,,,3,,,,,,0,,,,1,Andrew Mar
02082,82,Genesis,创纪元,Humanity's Shadow,人性阴影,Xanadu,上都,The rez cost of each piece of ice is increased by 1[credit].,每层防火墙的激活费用加1[credit]。,"And all should cry, Beware! Beware!
His flashing eyes, his floating hair!
Weave a circle round him thrice,
And close your eyes with holy dread,
For he on honey-dew hath fed,
And drunk the milk of Paradise.
-Samuel Taylor Coleridge","群来欢呼，慎敬！慎敬！
何比目之凌光，散发而飘扬！
众当拥戴，恭维三匝于周遭
闭目以听，诚恐诚惶
彼曾啜得，罡蜂之甘露
更饮仙醪，汲天河于滥觞！
—塞缪尔·泰勒·柯尔律治",Runner,潜袭者,Anarch,反叛者,Resource,资源,Virtual,虚拟,是,3,,,,,,3,,,,2,Andrew Mar
02083,83,Genesis,创纪元,Humanity's Shadow,人性阴影,Andromeda: Dispossessed Ristie,安德洛墨达: 无产贵族,You draw a starting hand of 9 cards.,你补九张初始手牌。,"""I run with the best.""",“我最擅长潜袭。”,Runner,潜袭者,Criminal,逆法者,Runner Identity,潜袭者特性,Natural,原生人,,1,,,1,45,15,,,,,,Matt Zeilinger
02084,84,Genesis,创纪元,Humanity's Shadow,人性阴影,Networking,社交,"Remove 1 tag. Then, you may pay 1[credit] to add this event to your grip.",移除1枚锁定标记。然后你可以支付1[credit]，以将本事件加入你的操控器。,She preferred to do business in a club. Something about the lights and dancers clouded the judgment of the corporate simpletons she met there.,她偏爱在夜总会谈生意。灯光和舞女，会干扰与她见面的公司傻帽们的判断力。,Runner,潜袭者,Criminal,逆法者,Event,事件,,,,3,,,,,,0,,,,1,Gong Studios
02085,85,Genesis,创纪元,Humanity's Shadow,人性阴影,HQ Interface,,"Whenever you breach HQ, access 1 additional card.",,"If you don't have someone on the inside, find someone on the inside who's fond of desk ornaments.",如果你没有内线帮忙，就找一个喜欢桌面饰品的内部人员。,Runner,潜袭者,Criminal,逆法者,Hardware,硬件,,,,3,,,,,,4,,,,2,Robert Chew
02086,86,Genesis,创纪元,Humanity's Shadow,人性阴影,Pheromones,,"X[recurring-credit]
Use these credits during runs on HQ. X is the number of virus counters on Pheromones.
Whenever you make a successful run on HQ, place 1 virus counter on Pheromones.",,,,Runner,潜袭者,Criminal,逆法者,Program,程序,Virus,病毒,,3,,,,,,2,,1,,2,Ed Mattinian
02087,87,Genesis,创纪元,Humanity's Shadow,人性阴影,Quality Time,美好时光,Draw 5 cards.,补五张卡牌。,She at her P.A.D. I at my rig. Low lights. Smooth jazz. Love blooms.,她看着电脑面板。我看着我的设备。灯光昏暗。爵士乐轻柔。爱情绽放。,Runner,潜袭者,Shaper,塑造者,Event,事件,,,,3,,,,,,3,,,,1,Erfan Fajar
02088,88,Genesis,创纪元,Humanity's Shadow,人性阴影,Replicator,复制器,"Whenever you install a piece of hardware (including Replicator), you may search your stack for another copy of that hardware, reveal it, and add it your grip. Shuffle your stack.",每当你安装一个硬件（包括复制器）时，你可以在你的存储栈搜寻另一个相同的硬件，将其展示，并加入你的操控器。将你的存储栈重洗。,Do you really need another one?,你真的还需要一个？,Runner,潜袭者,Shaper,塑造者,Hardware,硬件,,,,3,,,,,,2,,,,2,Mike Nesbitt
02089,89,Genesis,创纪元,Humanity's Shadow,人性阴影,Creeper,爬虫,"If you have at least 2[link], the memory cost of this program is 0[mu], even if it is not installed.
Interface → <strong>2[credit]:</strong> Break 1 <strong>sentry</strong> subroutine.
<strong>1[credit]:</strong> +1 strength.","如果你具有至少2[link]，爬虫的内存费用为0，即使其未被安装。
2[credit]: 破解<strong>警报</strong>子进程。
1[credit]: 强度+1。","""The itsy bitsy spider went up the data spout…""
-Chaos Theory",“小蜘蛛爬呀爬，爬到数据水管上…” —混沌希尔瑞,Runner,潜袭者,Shaper,塑造者,Program,程序,Cloud - Icebreaker - Killer,云 - 破解器 - 断路模块,,3,,,,,,5,2,1,,1,JuanManuel Tumburus
02090,90,Genesis,创纪元,Humanity's Shadow,人性阴影,Kraken,海怪,"Play only if you stole an agenda this turn.
Choose a server. The Corp trashes 1 piece of ice protecting that server.","如果你本回合已窃取过一个议案，才能打出。
选择一台服务器。公司销毁一层保护该服务器的防火墙。","Early permutations of the kraken proved to be insatiable, ice-devouring marauders. Not much has changed.",早期海怪的阵势表明它们是群饕餮无厌、吞噬冰墙的怪物。至今没什么大改变。,Runner,潜袭者,Neutral Runner,中立潜袭者,Event,事件,,,,3,,,,,,3,,,,0,Liiga Smilshkalne
02091,91,Genesis,创纪元,Humanity's Shadow,人性阴影,Kati Jones,,"You cannot use this resource more than once per turn.
[click]<strong>:</strong> Place 3[credit] on this resource.
[click]<strong>:</strong> Take all credits from this resource.",,"""You aren't the only type of runner in New Angeles.""",“你并不是新洛杉矶唯一的一类潜袭者。”,Runner,潜袭者,Neutral Runner,中立潜袭者,Resource,资源,Connection,人脉,是,3,,,,,,2,,,,0,Matt Zeilinger
02092,92,Genesis,创纪元,Humanity's Shadow,人性阴影,Eve Campaign,伊芙营销计划,"Place 16[credit] from the bank on Eve Campaign when it is rezzed. When there are no credits left on Eve Campaign, trash it.
When your turn begins, take 2[credit] from Eve Campaign.","当伊芙营销计划被激活时，从银行中放置16[credit]到本卡牌上。当伊芙营销计划上没有信用点时，销毁本卡牌。
当你的回合开始时，从伊芙营销计划上拿取2[credit]。",,,Corp,公司,Haas-Bioroid,哈斯生化,Asset,资产,Advertisement,广告,,3,,,,,,5,,,5,3,Sara K. Diesel
02093,93,Genesis,创纪元,Humanity's Shadow,人性阴影,Rework,返工,Shuffle 1 card from HQ into R&D.,将一张卡牌从总部洗入研发中心。,"Also known as ""development hell.""",又称“开发者地狱”。,Corp,公司,Haas-Bioroid,哈斯生化,Operation,事务,,,,3,,,,,,0,,,,1,Adam S. Doyle
02094,94,Genesis,创纪元,Humanity's Shadow,人性阴影,Whirlpool,,[subroutine] The Runner cannot jack out for the remainder of this run. Trash Whirlpool.,,"""This ice sucks."" -g00ru",“这防火墙太扯了。” —精神0袖,Corp,公司,Jinteki,人间会社,Ice,防火墙,Trap,陷阱,,3,,,,,,0,1,,,2,Adam S. Doyle
02095,95,Genesis,创纪元,Humanity's Shadow,人性阴影,Hokusai Grid,北斋网阵,"Whenever the Runner makes a successful run on this server, do 1 net damage.
Limit 1 <strong>region</strong> per server.","每当潜袭者对本服务器进行一次成功的潜袭时，造成1点网域伤害。
每台服务器限制1个<strong>区域</strong>。","Despite its appearance, the Hokusai Grid is the most notorious research facility at Jinteki.",不管看起来如何，北斋网阵是人间会社最声名狼藉的研究设施。,Corp,公司,Jinteki,人间会社,Upgrade,升级,Region,区域,,3,,,,,,2,,,4,2,Emilio Rodríguez
02096,96,Genesis,创纪元,Humanity's Shadow,人性阴影,Data Hound,数据猎犬,"[subroutine] Trace[2]. If successful, look at the top X cards of the stack, where X is equal to the amount by which your trace strength exceeded the Runner's link strength. Trash 1 of those cards and arrange the rest in any order.",[subroutine] <trace>追踪 2</trace> 如果成功，查看潜袭者存储栈顶端的数张卡牌，其数量等于你追踪强度超过他/她中转强度的差值。销毁其中一张卡牌，并按任意顺序排列余下的卡牌。,Sniff.,嗅嗅。,Corp,公司,NBN,网际传媒,Ice,防火墙,Observer - Sentry - Tracer,观察者 - 警报 - 追踪者,,3,,,,,,1,2,,,1,Adam S. Doyle
02097,97,Genesis,创纪元,Humanity's Shadow,人性阴影,Bernice Mai,,"Whenever there is a successful run on this server, Trace[5]. If successful, give the Runner 1 tag. If unsuccessful, trash Bernice Mai.",,"Keeping tabs on the world, one screen at a time.",屏幕一个接一个，密切关注全世界。,Corp,公司,NBN,网际传媒,Upgrade,升级,Sysop,管理员,是,3,,,,,,0,,,3,2,Erfan Fajar
02098,98,Genesis,创纪元,Humanity's Shadow,人性阴影,Salvage,打捞者,"Salvage can be advanced only while rezzed and gains “[subroutine] Trace[2]. If successful, give the Runner 1 tag.” for each advancement token on it.",已激活的打捞者才能被推进，并且其上每有1枚推进标记，获得“[subroutine] <trace>追踪 2</trace> 如果成功，给予潜袭者1枚锁定标记。”,You're not in Kansas anymore.,你已经不再在堪萨斯了。,Corp,公司,Weyland Consortium,威兰财团,Ice,防火墙,Code Gate - Tracer,门禁 - 追踪者,,3,,,,,,2,0,,,2,Ed Mattinian
02099,99,Genesis,创纪元,Humanity's Shadow,人性阴影,Simone Diego,西蒙·迭戈,"2[recurring-credit]
You can spend hosted credits to take the basic action to advance cards in the root of or protecting this server.","2[recurring-credit]
这些信用点用于推进本服务器内或保护本服务器的卡牌。","""A job done once is a job done right.""",“一次性完成工作才可谓正确地完成工作。”,Corp,公司,Weyland Consortium,威兰财团,Upgrade,升级,Sysop,管理员,是,3,,,,,,4,,,3,2,Matt Zeilinger
02100,100,Genesis,创纪元,Humanity's Shadow,人性阴影,Foxfire,狐火,"Trace[7]. If successful, trash 1 <strong>virtual</strong> resource or 1 <strong>link</strong>.",<trace>追踪 7</trace> 如果成功，销毁一个<strong>虚拟</strong>资源或一个<strong>中转器</strong>。,"""It's kind of like an anagram."" -designer Phoenix",“有点像个变位词。” —设计师菲尼克斯,Corp,公司,Neutral Corp,中立公司,Operation,事务,,,,3,,,,,,0,,,,0,Jen Zee
02101,101,Genesis,创纪元,Future Proof,未来考验,Retrieval Run,检索式潜袭,"Run Archives. If successful, instead of breaching Archives, you may install 1 program from your heap, ignoring all costs.",潜袭档案库。如果成功，你可以从你的堆阵安装1个程序，忽略所有的费用，代替侵入档案库。,,,Runner,潜袭者,Anarch,反叛者,Event,事件,Run,潜袭,,3,,,,,,3,,,,2,Outland Entertainment LLC
02102,102,Genesis,创纪元,Future Proof,未来考验,Darwin,,"Interface → 2[credit]: Break 1 subroutine.
X is equal to the number of hosted virus counters.
When your turn begins, you may pay 1[credit] to place 1 virus counter on this program.",,,,Runner,潜袭者,Anarch,反叛者,Program,程序,AI - Icebreaker - Virus,智能模块 - 破解器 - 病毒,,3,,,,,,3,,1,,3,Liiga Smilshkalne
02103,103,Genesis,创纪元,Future Proof,未来考验,Data Leak Reversal,数据逆流器,"Install only if you made a successful run on a central server this turn.
If you are tagged, Data Leak Reversal gains ""[click]: The Corp trashes the top card of R&D.""","如果你本回合已对中央服务器进行过成功的潜袭，才能安装。
如果你被锁定，数据逆流器获得“[click]: 公司销毁研发中心顶端的一张卡牌。”","A two-way solution to a one-way problem, the data leak reversal, or DLR for short, is a misnomer. There is no actual reversal of data, only the creation of a parallel peer-to-peer link with the initial source.",数据逆流，简称DLR，是个解决单向问题的双向对策，但这其实是个误称。实际上它并没有逆转数据，只是向初始来源建立了一条平行的点对点连接。,Runner,潜袭者,Anarch,反叛者,Resource,资源,Sabotage - Virtual,破坏 - 虚拟,,3,,,,,,0,,,,1,Andrew Mar
02104,104,Genesis,创纪元,Future Proof,未来考验,Faerie,,"Interface → 0[credit]: Break 1 <strong>sentry</strong> subroutine.
1[credit]: +1 strength.
Whenever an encounter ends, if you used this program to break a subroutine during that encounter, trash this program.",,Do you believe in faeries?,你相信有仙灵吗？,Runner,潜袭者,Criminal,逆法者,Program,程序,Icebreaker - Killer,破解器 - 断路模块,,3,,,,,,0,2,1,,3,Sara K. Diesel
02105,105,Genesis,创纪元,Future Proof,未来考验,Mr. Li,,"<strong>[click]:</strong> Draw 2 cards. When you do, add 1 of those cards to the bottom of your stack.",,"""We're always happy to help, Mr. Santiago.""
""I appreciate it, Mr. Li.""
""We'll be in touch. And, Gabriel…""
""Yes?""
""Don't leave town.""","“我们始终乐意提供帮助，圣地亚哥先生。”
“非常感谢，李先生。”
“我们会保持联系，另外，加布里埃尔…”
“怎么？”
“不要离开城市。”",Runner,潜袭者,Criminal,逆法者,Resource,资源,Connection,人脉,是,3,,,,,,3,,,,2,Gong Studios
02106,106,Genesis,创纪元,Future Proof,未来考验,Indexing,,"Run R&D. If successful, instead of breaching R&D, you may look at the top 5 cards of R&D and arrange them in any order.",,A little corporate restructuring is necessary once in a while.,隔段时间来一次小小的公司重组是有必要的。,Runner,潜袭者,Shaper,塑造者,Event,事件,Run,潜袭,,3,,,,,,0,,,,3,Mauricio Herrera
02107,107,Genesis,创纪元,Future Proof,未来考验,R&D Interface,,"Whenever you breach R&D, access 1 additional card.",,Works best at your own desk.,在你自己桌上工作的效果最好。,Runner,潜袭者,Shaper,塑造者,Hardware,硬件,,,,3,,,,,,4,,,,2,Reza Ilyasa
02108,108,Genesis,创纪元,Future Proof,未来考验,Deep Thought,沉思者,"Whenever you make a successful run on R&D, place 1 virus counter on Deep Thought.
If there are at least 3 virus counters on Deep Thought, it gains ""When your turn begins, you may look at the top card of R&D.""","每当你对研发中心进行一次成功的潜袭时，放置1枚病毒指示物到沉思者上。
如果沉思者具有至少3枚病毒指示物，其获得“当你的回合开始时，你可以查看研发中心顶端的一张卡牌。”",,,Runner,潜袭者,Shaper,塑造者,Program,程序,Virus,病毒,,3,,,,,,1,,1,,2,Anna Ignatieva
02109,109,Genesis,创纪元,Future Proof,未来考验,New Angeles City Hall,新洛杉矶市政厅,"[interrupt] → <strong>2[credit]:</strong> Prevent 1 tag.
When you steal an agenda, trash this resource.","2[credit]: 避免1枚锁定标记。
当你窃取一个议案时，销毁新洛杉矶市政厅。","""New Angeles is the jewel of modern civilization, and its government the envy of nations."" -Mayor Wells",“新洛杉矶是现代文明的瑰宝，其政府让他国羡慕不已。” —市长威尔斯,Runner,潜袭者,Neutral Runner,中立潜袭者,Resource,资源,Government - Location,政府 - 场所,是,3,,,,,,1,,,,0,Henning Ludvigsen
02110,110,Genesis,创纪元,Future Proof,未来考验,Eli 1.0,伊莱1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] End the run.
[subroutine] End the run.","<strong>失去[click]:</strong> 破解1条本防火墙上的子进程。只有潜袭者可以使用本能力。
[subroutine] 终止本次潜袭。
[subroutine] 终止本次潜袭。","""That's against the rules. The Creators will be angry.""",“这违反了规则。创造者会发怒的。”,Corp,公司,Haas-Bioroid,哈斯生化,Ice,防火墙,Barrier - Bioroid,屏障 - 生化人,,3,,,,,,3,4,,,1,Sandara Tang
02111,111,Genesis,创纪元,Future Proof,未来考验,Ruhr Valley,鲁尔谷,"As an additional cost to make a run on this server, the Runner must spend [click].
Limit 1 <strong>region</strong> per server.","作为对本服务器进行一次潜袭的额外费用，潜袭者必须花费[click]。
每台服务器限制1个<strong>区域</strong>。",Known for luxury hoppers and a delectable sauerkraut.,以豪华飞跃车和美味酸泡菜而闻名。,Corp,公司,Haas-Bioroid,哈斯生化,Upgrade,升级,Region,区域,,3,,,,,,6,,,4,3,Yoann Boissonnet
02112,112,Genesis,创纪元,Future Proof,未来考验,Ronin,浪人,"You can advance this asset.
[click], [trash]<strong>:</strong> Do 3 net damage. Use this ability only if there are 4 or more hosted advancement counters.","你可以推进本资产。
[click]，[trash]<strong>:</strong> 造成3点网域伤害。只有所附载的推进指示物有4枚或更多时，才能使用本能力。","""I will serve you…for a time.""",“我会为您服务…一阵子。”,Corp,公司,Jinteki,人间会社,Asset,资产,Hostile,敌对,,3,,,,,,0,,,2,4,Adam S. Doyle
02113,113,Genesis,创纪元,Future Proof,未来考验,Midori,绿子,"Whenever the Runner approaches a piece of ice protecting this server, you may swap that ice with 1 piece of ice from HQ. <em>(The new ice is installed unrezzed.)</em> If you do, the Runner may jack out. Use this ability only once per run.",每次潜袭中一次，当潜袭者接驳到一层保护本服务器的防火墙时，你可以将该防火墙与总部中的一层防火墙互换。新防火墙被安装为未激活的状态。,"""Looks like someone is being naughty…""",“看起来有人不听话…”,Corp,公司,Jinteki,人间会社,Upgrade,升级,Sysop,管理员,是,3,,,,,,0,,,3,3,RJ Palmer
02114,114,Genesis,创纪元,Future Proof,未来考验,NBN: The World is Yours*,网际传媒: 世界是你们的*,Your maximum hand size is increased by 1.,你的手牌上限+1。,*Some restrictions may apply. Scan this card to find out more.,*可能有部分限制条件，扫描本卡牌以发现更多讯息。,Corp,公司,NBN,网际传媒,Corp Identity,公司特性,Megacorp,巨型公司,,1,,,,40,12,,,,,,
02115,115,Genesis,创纪元,Future Proof,未来考验,Project Beale,比勒计划,"When you score this agenda, place 1 agenda counter on it for every 2 hosted advancement counters past 3.
This agenda is worth 1 more agenda point for each hosted agenda counter.","当你将本议案计分时，如果所附载的推进指示物超过3枚，每超过2枚，放置1枚议案指示物到本议案上。
每有1枚所附载的议案指示物，本议案的价值增加1点议案分数。",,,Corp,公司,NBN,网际传媒,Agenda,议案,Research,研究,,3,3,2,,,,,,,,,Matt Zeilinger
02116,116,Genesis,创纪元,Future Proof,未来考验,Midseason Replacements,季中换剧,"Play only if the Runner stole an agenda during their last turn.
Trace[6]. If successful, give the Runner X tags. X is equal to the amount by which your trace strength exceeded their link strength.","如果潜袭者在他/她的上回合窃取过一个议案，才能打出。
<trace>追踪 6</trace> 如果成功，给予潜袭者数枚锁定标记，其数量等于你追踪强度超过他/她中转强度的差值。",,,Corp,公司,NBN,网际传媒,Operation,事务,,,,3,,,,,,5,,,,4,Christina Davis
02117,117,Genesis,创纪元,Future Proof,未来考验,Flare,,"[subroutine]Trace[6]. If successful, trash 1 piece of hardware, do 2 meat damage (cannot be prevented), and end the run.",,"A bright light blossomed, and then the console went dark. That's when she smelled smoke.",一道亮光绽放，随后控制台熄灭。这时她闻到了烟味。,Corp,公司,NBN,网际传媒,Ice,防火墙,AP - Sentry - Tracer,杀伤 - 警报 - 追踪者,,3,,,,,,9,6,,,3,Mike Nesbitt
02118,118,Genesis,创纪元,Future Proof,未来考验,Dedicated Response Team,,"If the Runner is tagged, Dedicated Response Team gains ""Whenever a successful run ends, do 2 meat damage.""",,They don't call them dedicated for nothing.,他们被称为专属不是没有原因。,Corp,公司,Weyland Consortium,威兰财团,Asset,资产,Hostile,敌对,,3,,,,,,2,,,3,3,Reza Ilyasa
